"","Team","X.","Pos.","FIFA.Popular.Name","Birth.Date","Shirt.Name","Club","Height","Weight","League","Age"
"366","South Korea",21,"GK","KIM Jinhyeon",1987-07-06,"J H KIM","Cerezo Osaka",193,82,"JPN",30.9397260273973
"367","South Korea",22,"DF","GO Yohan",1988-03-10,"Y H GO","FC Seoul",170,65,"KOR",30.2630136986301
"368","South Korea",23,"GK","JO Hyeonwoo",1991-09-25,"H W JO","Daegu FC",189,75,"KOR",26.7178082191781
"369","Mexico",1,"GK","CORONA Jose",1981-01-26,"J. CORONA","Cruz Azul",182,80,"MEX",37.3808219178082
"370","Mexico",2,"DF","AYALA Hugo",1987-03-31,"H. AYALA","Tigres UANL",188,82,"MEX",31.2054794520548
"371","Mexico",3,"DF","SALCEDO Carlos",1993-09-29,"C. SALCEDO","Eintracht Frankfurt",189,83,"GER",24.7068493150685
"372","Mexico",4,"DF","MARQUEZ Rafael",1979-02-13,"R. MÁRQUEZ","CF Atlas",184,77,"MEX",39.3315068493151
"373","Mexico",5,"DF","REYES Diego",1992-09-19,"D. REYES","FC Porto",190,77,"POR",25.7342465753425
"374","Mexico",6,"MF","DOS SANTOS Jonathan",1990-04-26,"J. DOS SANTOS","LA Galaxy",173,69,"USA",28.1342465753425
"375","Mexico",7,"MF","LAYUN Miguel",1988-06-25,"M. LAYÚN","Sevilla FC",180,72,"ESP",29.9698630136986
"376","Mexico",8,"FW","FABIAN Marco",1989-07-21,"M. FABIÁN","Eintracht Frankfurt",171,70,"GER",28.8986301369863
"377","Mexico",9,"FW","JIMENEZ Raul",1991-05-05,"RAÚL","SL Benfica",188,79,"POR",27.1095890410959
"378","Mexico",10,"MF","DOS SANTOS Giovani",1989-05-11,"G. DOS SANTOS","LA Galaxy",178,70,"USA",29.0931506849315
"379","Mexico",11,"FW","VELA Carlos",1989-03-01,"CARLOS V","Los Angeles FC",178,78,"USA",29.2876712328767
"380","Mexico",12,"GK","TALAVERA Alfredo",1982-09-18,"A. TALAVERA","Deportivo Toluca FC",188,84,"MEX",35.7369863013699
"381","Mexico",13,"GK","OCHOA Guillermo",1985-07-13,"G. OCHOA","Standard Liège",185,76,"BEL",32.9205479452055
"382","Mexico",14,"FW","HERNANDEZ Javier",1988-06-01,"J. HERNÁNDEZ","West Ham United FC",175,71,"ENG",30.0356164383562
"383","Mexico",15,"DF","MORENO Hector",1988-01-17,"H. MORENO","Real Sociedad",182,82,"ESP",30.4054794520548
"384","Mexico",16,"DF","HERRERA Hector",1990-04-19,"H. HERRERA","FC Porto",180,79,"POR",28.1534246575342
"385","Mexico",17,"MF","CORONA Jesus",1993-01-06,"JESÚS C.","FC Porto",174,69,"POR",25.4356164383562
"386","Mexico",18,"MF","GUARDADO Andres",1986-09-28,"A. GUARDADO","Real Betis",167,63,"ESP",31.7095890410959
"387","Mexico",19,"FW","PERALTA Oribe",1984-01-12,"O. PERALTA","Club América",178,72,"MEX",34.4191780821918
"388","Mexico",20,"MF","AQUINO Javier",1990-02-11,"J. AQUINO","Tigres UANL",166,59,"MEX",28.3369863013699
"389","Mexico",21,"DF","ALVAREZ Edson",1997-10-24,"E. ÁLVAREZ","Club América",186,72,"MEX",20.6383561643836
"390","Mexico",22,"FW","LOZANO Hirving",1995-07-30,"H. LOZANO","PSV Eindhoven",176,66,"NED",22.8739726027397
"391","Mexico",23,"MF","GALLARDO Jesus",1994-08-15,"J. GALLARDO","Pumas UNAM",177,74,"MEX",23.8301369863014
"392","Morocco",1,"GK","BOUNOU Yassine",1991-04-05,"BOUNOU","Girona FC",190,77,"ESP",27.1917808219178
"393","Morocco",2,"DF","HAKIMI Achraf",1998-11-04,"HAKIMI","Real Madrid CF",179,65,"ESP",19.6082191780822
"394","Morocco",3,"DF","MENDYL Hamza",1997-10-21,"MENDYL","Lille OSC",179,70,"FRA",20.6465753424658
"395","Morocco",4,"DF","DA COSTA Manuel",1986-05-06,"DA COSTA","Istanbul Başakşehir FK",187,78,"TUR",32.1068493150685
"396","Morocco",5,"DF","BENATIA Mehdi",1987-04-17,"BENATIA","Juventus FC",188,88,"ITA",31.158904109589
"397","Morocco",6,"DF","SAISS Romain",1990-03-26,"SAISS","Wolverhampton Wanderers FC",190,76,"ENG",28.2191780821918
"398","Morocco",7,"MF","ZIYACH Hakim",1993-03-19,"ZIYACH","AFC Ajax",180,70,"NED",25.2383561643836
"399","Morocco",8,"MF","EL AHMADI Karim",1985-01-27,"EL AHMADI","Feyenoord Rotterdam",179,78,"NED",33.3780821917808
"400","Morocco",9,"FW","EL KAABI Ayoub",1993-06-25,"EL KAABI","RS Berkane",182,72,"MAR",24.9698630136986
"401","Morocco",10,"MF","BELHANDA Younes",1990-02-25,"BELHANDA","Galatasaray SK",174,75,"TUR",28.2986301369863
"402","Morocco",11,"MF","FAJR Faycal",1988-08-01,"FAJR","Getafe CF",178,72,"ESP",29.8684931506849
"403","Morocco",12,"GK","EL KAJOUI Monir",1989-05-10,"EL KAJOUI","CD Numancia",190,88,"ESP",29.0958904109589
"404","Morocco",13,"FW","BOUTAIB Khalid",1987-04-24,"BOUTAIB","Yeni Malatyaspor",190,80,"TUR",31.1397260273973
"405","Morocco",14,"MF","BOUSSOUFA Mbark",1984-08-15,"BOUSSOUFA","Al Jazira",167,59,"UAE",33.8301369863014
"406","Morocco",15,"MF","AIT BENNASSER Youssef",1996-07-07,"AIT BENNASSER","SM Caen",184,75,"FRA",21.9369863013699
"407","Morocco",16,"MF","AMRABAT Noureddine",1987-03-31,"N. AMRABAT","CD Leganés",178,77,"ESP",31.2054794520548
"408","Morocco",17,"DF","DIRAR Nabil",1986-02-25,"DIRAR","Fenerbahce SK",187,82,"TUR",32.2986301369863
"409","Morocco",18,"MF","HARIT Amine",1997-06-18,"HARIT","FC Schalke 04",179,66,"GER",20.9890410958904
"410","Morocco",19,"FW","EN NESYRI Youssef",1997-06-01,"EN-NESYRI","Malaga CF",188,75,"ESP",21.0356164383562
"411","Morocco",20,"FW","BOUHADDOUZ Aziz",1987-03-30,"BOUHADDOUZ","FC St. Pauli",188,80,"GER",31.2082191780822
"412","Morocco",21,"MF","AMRABAT Sofyan",1996-08-21,"S. AMRABAT","Feyenoord Rotterdam",183,77,"NED",21.813698630137
"413","Morocco",22,"GK","TAGNAOUTI Ahmed",1996-04-05,"TAGNAOUTI","IRT Tanger",186,70,"MAR",22.1917808219178
"414","Morocco",23,"MF","CARCELA Mehdi",1989-07-01,"CARCELA","Standard Liège",176,67,"BEL",28.9534246575342
"415","Nigeria",1,"GK","EZENWA Ikechukwu",1988-10-16,"EZENWA","Enyimba FC",181,80,"NGA",29.6602739726027
"416","Nigeria",2,"DF","IDOWU Bryan",1992-05-18,"IDOWU","FK Amkar Perm",179,75,"RUS",26.0739726027397
"417","Nigeria",3,"DF","ECHIEJILE Elderson",1988-01-20,"ECHIEJILE","Cercle Brugge",185,82,"BEL",30.3972602739726
"418","Nigeria",4,"MF","NDIDI Onyinye",1996-12-16,"NDIDI","Leicester City FC",184,73,"ENG",21.4931506849315
"419","Nigeria",5,"DF","EKONG William",1993-09-01,"EKONG","Bursaspor",191,85,"TUR",24.7835616438356
"420","Nigeria",6,"DF","BALOGUN Leon",1988-06-28,"BALOGUN","FSV Mainz 05",190,89,"GER",29.9616438356164
"421","Nigeria",7,"FW","MUSA Ahmed",1992-10-14,"MUSA","CSKA Moscow",173,65,"RUS",25.6657534246575
"422","Nigeria",8,"MF","ETEBO Oghenekaro",1995-11-09,"ETEBO","UD Las Palmas",174,74,"ESP",22.5945205479452
"423","Nigeria",9,"FW","IGHALO Odion",1989-06-16,"IGHALO","Changchun Yatai",188,83,"CHN",28.9945205479452
"424","Nigeria",10,"MF","MIKEL John Obi",1987-04-22,"MIKEL","Tianjin Teda",188,82,"CHN",31.1452054794521
"425","Nigeria",11,"FW","MOSES Victor",1990-12-12,"MOSES","Chelsea FC",177,75,"ENG",27.5041095890411
"426","Nigeria",12,"DF","SHEHU Abdullahi",1993-03-12,"SHEHU","Bursaspor",182,75,"TUR",25.2575342465753
"427","Nigeria",13,"FW","NWANKWO Simeon",1992-05-07,"NWANKWO","FC Crotone",197,89,"ITA",26.1041095890411
"428","Nigeria",14,"FW","IHEANACHO Kelechi",1996-03-10,"IHEANACHO","Leicester City FC",183,80,"ENG",22.2630136986301
"429","Nigeria",15,"MF","OBI Joel",1991-05-22,"OBI","Torino FC",177,77,"ITA",27.0630136986301
"430","Nigeria",16,"GK","AKPEYI Daniel",1986-03-08,"AKPEYI","Chippa United FC",187,94,"RSA",32.2684931506849
"431","Nigeria",17,"MF","ONAZI Ogenyi",1992-12-25,"ONAZI","Trabzonspor",172,74,"TUR",25.4684931506849
"432","Nigeria",18,"FW","IWOBI Alex",1996-05-03,"IWOBI","Arsenal FC",185,86,"ENG",22.1150684931507
"433","Nigeria",19,"MF","OGU John",1988-04-20,"OGU","Hapoel Be'er Sheva FC",191,90,"ISR",30.1506849315068
"434","Nigeria",20,"DF","AWAZIEM Chidozie",1997-01-01,"AWAZIEM","FC Nantes",192,76,"FRA",21.4493150684931
"435","Nigeria",21,"DF","EBUEHI Tyronne",1995-12-16,"EBUEHI","ADO Den Haag",187,74,"NED",22.4931506849315
"436","Nigeria",22,"DF","OMERUO Kenneth",1993-10-17,"OMERUO","Kasimpasa SK",185,82,"TUR",24.6575342465753
"437","Nigeria",23,"GK","UZOHO Francis",1998-10-28,"UZOHO","Deportivo La Coruña",196,91,"ESP",19.627397260274
"438","Panama",1,"GK","PENEDO Jaime",1981-09-26,"PENEDO","Dinamo Bucharest",183,70,"ROU",36.7150684931507
"439","Panama",2,"DF","MURILLO Michael",1996-02-11,"MURILLO","New York Red Bulls",183,78,"USA",22.3369863013699
"440","Panama",3,"DF","CUMMINGS Harold",1992-03-01,"CUMMINGS","San Jose Earthquakes",183,92,"USA",26.2876712328767
"441","Panama",4,"DF","ESCOBAR Fidel",1995-01-09,"ESCOBAR","New York Red Bulls",182,82,"USA",23.427397260274
"442","Panama",5,"DF","TORRES Roman",1986-03-20,"R. TORRES","Seattle Sounders FC",188,99,"USA",32.2356164383562
"443","Panama",6,"MF","GOMEZ Gabriel",1984-05-29,"GOMEZ","Atlético Bucaramanga",183,82,"COL",34.0438356164384
"444","Panama",7,"FW","PEREZ Blas",1981-03-13,"PEREZ","CSD Municipal",187,83,"GUA",37.2547945205479
"445","Panama",8,"MF","BARCENAS Edgar",1993-10-23,"BARCENAS","Cafetaleros de Tapachula",175,72,"MEX",24.641095890411
"446","Panama",9,"FW","TORRES Gabriel",1988-10-31,"G. TORRES","CD Huachipato",180,77,"CHI",29.6191780821918
"447","Panama",10,"FW","DIAZ Ismael",1997-05-12,"DIAZ","Deportivo La Coruña",181,72,"ESP",21.0904109589041
"448","Panama",11,"MF","COOPER Armando",1987-11-26,"COOPER","Club Universidad de Chile",173,72,"CHI",30.5479452054795
"449","Panama",12,"GK","CALDERON Jose",1985-08-14,"CALDERON","Chorrillo FC",187,87,"PAN",32.8328767123288
"450","Panama",13,"DF","MACHADO Adolfo",1985-02-14,"MACHADO","Houston Dynamo",182,78,"USA",33.3287671232877
"451","Panama",14,"MF","PIMENTEL Valentin",1991-05-30,"PIMENTEL","Plaza Amador",189,80,"PAN",27.041095890411
"452","Panama",15,"DF","DAVIS Eric",1991-03-31,"DAVIS","DAC Dunajska Streda",180,81,"SVK",27.2054794520548
"453","Panama",16,"FW","ARROYO Abdiel",1993-12-13,"ARROYO","LD Alajuelense",183,82,"CRC",24.5013698630137
"454","Panama",17,"DF","OVALLE Luis",1988-09-07,"OVALLE","CD Olimpia",178,75,"HON",29.7671232876712
"455","Panama",18,"FW","TEJADA Luis",1982-03-28,"TEJADA","Sport Boys",183,87,"PER",36.213698630137
"456","Panama",19,"MF","QUINTERO Alberto",1987-12-18,"QUINTERO","Universitario Lima",165,62,"PER",30.4876712328767
"457","Panama",20,"MF","GODOY Anibal",1990-02-10,"GODOY","San Jose Earthquakes",183,82,"USA",28.3397260273973
"458","Panama",21,"MF","RODRIGUEZ Jose Luis",1998-06-19,"J. RODRIGUEZ","KAA Gent",180,77,"BEL",19.986301369863
"459","Panama",22,"GK","RODRIGUEZ Alex",1990-08-05,"RODRIGUEZ","San Francisco FC",197,83,"PAN",27.8575342465753
"460","Panama",23,"DF","BALOY Felipe",1981-02-24,"BALOY","CSD Municipal",185,87,"GUA",37.3013698630137
"461","Peru",1,"GK","GALLESE Pedro",1990-02-23,"GALLESE","CD Tiburones Rojos de Veracruz",189,79,"MEX",28.3041095890411
"462","Peru",2,"DF","RODRIGUEZ Alberto",1984-03-31,"RODRIGUEZ","Atletico Junior",179,78,"COL",34.2054794520548
"463","Peru",3,"DF","CORZO Aldo",1989-05-20,"CORZO","Universitario Lima",172,75,"PER",29.0684931506849
"464","Peru",4,"DF","SANTAMARIA Anderson",1992-01-10,"SANTAMARIA","Puebla FC",183,84,"MEX",26.4246575342466
"465","Peru",5,"DF","ARAUJO Miguel",1994-10-24,"ARAUJO","Alianza Lima",178,77,"PER",23.6383561643836
"466","Peru",6,"DF","TRAUCO Miguel",1992-08-25,"TRAUCO","CR Flamengo",169,74,"BRA",25.8027397260274
"467","Peru",7,"MF","HURTADO Paolo",1990-07-27,"HURTADO","Vitoria Guimaraes",174,66,"POR",27.8821917808219
"468","Peru",8,"MF","CUEVA Christian",1991-11-23,"CUEVA","Sao Paulo FC",169,69,"BRA",26.5561643835616
"469","Peru",9,"FW","GUERRERO Paolo",1984-01-01,"GUERRERO","CR Flamengo",185,88,"BRA",34.4493150684931
"470","Peru",10,"FW","FARFAN Jefferson",1984-10-26,"FARFAN","FC Lokomotiv Moscow",177,85,"RUS",33.6328767123288
"471","Peru",11,"FW","RUIDIAZ Raul",1990-07-25,"RUIDIAZ","CA Monarcas Morelia",169,67,"MEX",27.8876712328767
"472","Peru",12,"GK","CACEDA Carlos",1991-09-27,"CACEDA","Deportivo Municipal",184,78,"PER",26.7123287671233
"473","Peru",13,"MF","TAPIA Renato",1995-07-28,"TAPIA","Feyenoord Rotterdam",185,85,"NED",22.8794520547945
"474","Peru",14,"MF","POLO Andy",1994-09-29,"POLO","Portland Timbers",174,71,"USA",23.7068493150685
"475","Peru",15,"DF","RAMOS Christian",1988-11-04,"RAMOS","CD Tiburones Rojos de Veracruz",182,72,"MEX",29.6082191780822
"476","Peru",16,"MF","CARTAGENA Wilder",1994-09-23,"CARTAGENA","CD Tiburones Rojos de Veracruz",179,76,"MEX",23.7232876712329
"477","Peru",17,"DF","ADVINCULA Luis",1990-03-02,"ADVINCULA","Lobos BUAP",178,80,"MEX",28.2849315068493
"478","Peru",18,"FW","CARRILLO Andre",1991-06-14,"CARRILLO","Watford FC",182,77,"ENG",27
"479","Peru",19,"MF","YOTUN Yoshimar",1990-04-07,"YOTUN","Orlando City SC",172,69,"USA",28.186301369863
"480","Peru",20,"FW","FLORES Edison",1994-05-14,"FLORES","Aalborg BK",170,72,"DEN",24.0849315068493
"481","Peru",21,"GK","CARVALLO Jose",1986-03-01,"CARVALLO","Universidad Técnica de Cajamarca",182,84,"PER",32.2876712328767
"482","Peru",22,"DF","LOYOLA Nilson",1994-10-26,"LOYOLA","FBC Melgar",179,68,"PER",23.6328767123288
"483","Peru",23,"MF","AQUINO Pedro",1995-04-13,"AQUINO","Lobos BUAP",174,71,"MEX",23.1698630136986
"484","Poland",1,"GK","SZCZESNY Wojciech",1990-04-18,"SZCZESNY","Juventus FC",195,84,"ITA",28.1561643835616
"485","Poland",2,"DF","PAZDAN Michal",1987-09-21,"PAZDAN","Legia Warsaw",181,78,"POL",30.7287671232877
"486","Poland",3,"DF","JEDRZEJCZYK Artur",1987-11-04,"JEDRZEJCZYK","Legia Warsaw",189,78,"POL",30.6082191780822
"487","Poland",4,"DF","CIONEK Thiago",1986-04-21,"CIONEK","SPAL Ferrara",184,81,"ITA",32.1479452054795
"488","Poland",5,"DF","BEDNAREK Jan",1996-04-12,"BEDNAREK","Southampton FC",189,77,"ENG",22.172602739726
"489","Poland",6,"MF","GORALSKI Jacek",1992-09-21,"GORALSKI","PFC Ludogorets Razgrad",172,66,"BUL",25.7287671232877
"490","Poland",7,"FW","MILIK Arkadiusz",1994-02-28,"MILIK","SSC Napoli",186,81,"ITA",24.2904109589041
"491","Poland",8,"MF","LINETTY Karol",1995-02-02,"LINETTY","UC Sampdoria",176,73,"ITA",23.3616438356164
"492","Poland",9,"FW","LEWANDOWSKI Robert",1988-08-21,"LEWANDOWSKI","FC Bayern München",185,79,"GER",29.813698630137
"493","Poland",10,"MF","KRYCHOWIAK Grzegorz",1990-01-29,"KRYCHOWIAK","West Bromwich Albion FC",186,83,"ENG",28.372602739726
"494","Poland",11,"MF","GROSICKI Kamil",1988-06-08,"GROSICKI","Hull City FC",180,78,"ENG",30.0164383561644
"495","Poland",12,"GK","BIALKOWSKI Bartosz",1987-07-06,"BIALKOWSKI","Ipswich Town FC",194,83,"ENG",30.9397260273973
"496","Poland",13,"MF","RYBUS Maciej",1989-08-19,"RYBUS","FC Lokomotiv Moscow",173,75,"RUS",28.8191780821918
"497","Poland",14,"FW","TEODORCZYK Lukasz",1991-06-03,"TEODORCZYK","RSC Anderlecht",185,78,"BEL",27.0301369863014
"498","Poland",15,"DF","GLIK Kamil",1988-02-03,"GLIK","AS Monaco",190,80,"FRA",30.358904109589
"499","Poland",16,"MF","BLASZCZYKOWSKI Jakub",1985-12-14,"BLASZCZYKOWSKI","VfL Wolfsburg",175,71,"GER",32.4986301369863
"500","Poland",17,"MF","PESZKO Slawomir",1985-02-19,"PESZKO","Lechia Gdansk",173,68,"POL",33.3150684931507
"501","Poland",18,"DF","BERESZYNSKI Bartosz",1992-07-12,"BERESZYNSKI","UC Sampdoria",182,72,"ITA",25.9232876712329
"502","Poland",19,"MF","ZIELINSKI Piotr",1994-05-20,"ZIELINSKI","SSC Napoli",177,64,"ITA",24.0684931506849
"503","Poland",20,"DF","PISZCZEK Lukasz",1985-06-03,"PISZCZEK","Borussia Dortmund",184,79,"GER",33.0301369863014
"504","Poland",21,"MF","KURZAWA Rafal",1993-01-29,"KURZAWA","Gornik Zabrze",182,73,"POL",25.372602739726
"505","Poland",22,"GK","FABIANSKI Lukasz",1985-04-18,"FABIANSKI","Swansea City AFC",190,83,"WAL",33.1561643835616
"506","Poland",23,"FW","KOWNACKI Dawid",1997-03-14,"KOWNACKI","UC Sampdoria",185,75,"ITA",21.2520547945205
"507","Portugal",1,"GK","RUI PATRICIO",1988-02-15,"RUI PATRICIO","Sporting CP",189,84,"POR",30.3260273972603
"508","Portugal",2,"DF","BRUNO ALVES",1981-11-27,"B. ALVES","Rangers FC",187,83,"SCO",36.5452054794521
"509","Portugal",3,"DF","PEPE",1983-02-26,"PEPE","Besiktas JK",188,81,"TUR",35.2958904109589
"510","Portugal",4,"MF","MANUEL FERNANDES",1986-02-05,"M. FERNANDES","FC Lokomotiv Moscow",174,69,"RUS",32.3534246575342
"511","Portugal",5,"DF","RAPHAEL GUERREIRO",1993-12-22,"RAPHAEL","Borussia Dortmund",170,64,"GER",24.4767123287671
"512","Portugal",6,"DF","JOSE FONTE",1983-12-22,"FONTE","Dalian Yifang FC",191,84,"CHN",34.4767123287671
"513","Portugal",7,"FW","CRISTIANO RONALDO",1985-02-05,"RONALDO","Real Madrid CF",185,80,"ESP",33.3534246575342
"514","Portugal",8,"MF","JOAO MOUTINHO",1986-09-08,"J. MOUTINHO","AS Monaco",170,61,"FRA",31.7643835616438
"515","Portugal",9,"FW","ANDRE SILVA",1995-11-06,"ANDRÉ SILVA","AC Milan",184,78,"ITA",22.6027397260274
"516","Portugal",10,"MF","JOAO MARIO",1993-01-19,"J. MÁRIO","West Ham United FC",179,73,"ENG",25.4
"517","Portugal",11,"MF","BERNARDO SILVA",1994-08-10,"BERNARDO","Manchester City FC",173,65,"ENG",23.8438356164384
"518","Portugal",12,"GK","ANTHONY LOPES",1990-10-01,"LOPES","Olympique Lyon",184,81,"FRA",27.7013698630137
"519","Portugal",13,"DF","RUBEN DIAS",1997-05-14,"RUBEN DIAS","SL Benfica",187,83,"POR",21.0849315068493
"520","Portugal",14,"MF","WILLIAM",1992-04-07,"WILLIAM","Sporting CP",190,80,"POR",26.186301369863
"521","Portugal",15,"DF","RICARDO",1993-10-06,"RICARDO","FC Porto",174,70,"POR",24.6876712328767
"522","Portugal",16,"MF","BRUNO FERNANDES",1994-09-08,"B. FERNANDES","Sporting CP",183,64,"POR",23.7643835616438
"523","Portugal",17,"FW","GONCALO GUEDES",1996-11-29,"G. GUEDES","Valencia CF",179,72,"ESP",21.5397260273973
"524","Portugal",18,"FW","GELSON MARTINS",1995-05-11,"GELSON","Sporting CP",173,63,"POR",23.0931506849315
"525","Portugal",19,"DF","MARIO RUI",1991-05-27,"MÁRIO RUI","SSC Napoli",168,67,"ITA",27.0493150684932
"526","Portugal",20,"FW","RICARDO QUARESMA",1983-09-26,"QUARESMA","Besiktas JK",175,73,"TUR",34.7150684931507
"527","Portugal",21,"DF","CEDRIC",1991-08-31,"CÉDRIC","Southampton FC",172,67,"ENG",26.786301369863
"528","Portugal",22,"GK","BETO",1982-05-01,"BETO","Goztepe SK",183,79,"TUR",36.1205479452055
"529","Portugal",23,"MF","ADRIEN SILVA",1989-03-15,"ADRIEN","Leicester City FC",176,72,"ENG",29.2493150684931
"530","Russia",1,"GK","AKINFEEV Igor",1986-04-08,"AKINFEEV","CSKA Moscow",185,83,"RUS",32.1835616438356
"531","Russia",2,"DF","MARIO FERNANDES",1990-09-19,"FERNANDES","CSKA Moscow",187,79,"RUS",27.7342465753425
"532","Russia",3,"DF","KUTEPOV Ilya",1993-07-29,"KUTEPOV","FC Spartak Moscow",190,82,"RUS",24.8767123287671
"533","Russia",4,"DF","IGNASHEVICH Sergey",1979-07-14,"IGNASHEVICH","CSKA Moscow",186,84,"RUS",38.9178082191781
"534","Russia",5,"DF","SEMENOV Andrey",1989-03-24,"SEMENOV","FC Akhmat Grozny",191,87,"RUS",29.2246575342466
"535","Russia",6,"MF","CHERYSHEV Denis",1990-12-26,"CHERYSHEV","Villarreal CF",173,68,"ESP",27.4657534246575
"536","Russia",7,"MF","KUZIAEV Daler",1993-01-15,"KUZIAEV","FC Zenit St. Petersburg",182,74,"RUS",25.4109589041096
"537","Russia",8,"MF","GAZINSKY Iury",1989-07-20,"GAZINSKII","FC Krasnodar",180,75,"RUS",28.9013698630137
"538","Russia",9,"MF","DZAGOEV Alan",1990-06-17,"DZAGOEV","CSKA Moscow",178,73,"RUS",27.9917808219178
"539","Russia",10,"FW","SMOLOV Fedor",1990-02-09,"SMOLOV","FC Krasnodar",185,79,"RUS",28.3424657534247
"540","Russia",11,"MF","ZOBNIN Roman",1994-02-11,"ZOBNIN","FC Spartak Moscow",185,77,"RUS",24.3369863013699
"541","Russia",12,"GK","LUNEV Andrei",1991-11-13,"LUNEV","FC Zenit St. Petersburg",189,80,"RUS",26.5835616438356
"542","Russia",13,"DF","KUDRIASHOV Fedor",1987-04-05,"KUDRIASHOV","FC Rubin Kazan",187,78,"RUS",31.1917808219178
"543","Russia",14,"DF","GRANAT Vladimir",1987-05-22,"GRANAT","FC Rubin Kazan",184,80,"RUS",31.0630136986301
"544","Russia",15,"MF","MIRANCHUK Alexey",1995-10-17,"MIRANCHUK AL.","FC Lokomotiv Moscow",185,77,"RUS",22.6575342465753
"545","Russia",16,"MF","MIRANCHUK Anton",1995-10-17,"MIRANCHUK AN.","FC Lokomotiv Moscow",182,67,"RUS",22.6575342465753
"546","Russia",17,"MF","GOLOVIN Aleksandr",1996-05-30,"GOLOVIN","CSKA Moscow",178,70,"RUS",22.041095890411
"547","Russia",18,"MF","ZHIRKOV Yury",1983-08-20,"ZHIRKOV","FC Zenit St. Petersburg",180,76,"RUS",34.8164383561644
"548","Russia",19,"MF","SAMEDOV Alexander",1984-07-19,"SAMEDOV","FC Spartak Moscow",178,74,"RUS",33.9041095890411
"549","Russia",20,"GK","GABULOV Vladimir",1983-10-19,"GABULOV","Club Brugge KV",190,81,"BEL",34.6520547945205
"550","Russia",21,"MF","EROKHIN Aleksandr",1989-10-13,"EROKHIN","FC Zenit St. Petersburg",191,79,"RUS",28.6684931506849
"551","Russia",22,"FW","DZYUBA Artem",1988-08-22,"DZYUBA","FC Arsenal Tula",196,90,"RUS",29.8109589041096
