"","date","home_team","away_team","home_score","away_score","tournament","city","country","neutral"
"1","2015-03-12","Cambodia","Macau",3,0,"FIFA World Cup qualification","Phnom Penh","Cambodia",FALSE
"2","2015-03-12","East Timor","Mongolia",0,3,"FIFA World Cup qualification","Dili","East Timor",FALSE
"3","2015-03-12","India","Nepal",2,0,"FIFA World Cup qualification","Guwahati","India",FALSE
"4","2015-03-12","Sri Lanka","Bhutan",0,1,"FIFA World Cup qualification","Colombo","Sri Lanka",FALSE
"5","2015-03-12","Yemen","Pakistan",3,1,"FIFA World Cup qualification","Doha","Qatar",TRUE
"6","2015-03-17","Bhutan","Sri Lanka",2,1,"FIFA World Cup qualification","Thimphu","Bhutan",FALSE
"7","2015-03-17","Brunei","Taiwan",0,2,"FIFA World Cup qualification","Bandar Seri Begawan","Brunei",FALSE
"8","2015-03-17","Macau","Cambodia",1,1,"FIFA World Cup qualification","Taipa","Macau",FALSE
"9","2015-03-17","Mongolia","East Timor",3,0,"FIFA World Cup qualification","Ulan Bator","Mongolia",FALSE
"10","2015-03-17","Nepal","India",0,0,"FIFA World Cup qualification","Kathmandu","Nepal",FALSE
"11","2015-03-22","Barbados","Virgin Islands",0,1,"FIFA World Cup qualification","Bridgetown","Barbados",FALSE
"12","2015-03-23","Pakistan","Yemen",0,0,"FIFA World Cup qualification","Isa Town","Bahrain",TRUE
"13","2015-03-26","Virgin Islands","Barbados",0,4,"FIFA World Cup qualification","Charlotte Amalie","Virgin Islands",FALSE
"14","2015-03-27","Curaçao","Montserrat",2,1,"FIFA World Cup qualification","Willemstad","Curaçao",FALSE
"15","2015-03-29","Anguilla","Nicaragua",0,3,"FIFA World Cup qualification","The Valley","Anguilla",FALSE
"16","2015-03-29","Bermuda","Bahamas",3,0,"FIFA World Cup qualification","Hamilton","Bermuda",FALSE
"17","2015-03-29","Dominica","British Virgin Islands",0,0,"FIFA World Cup qualification","Roseau","Dominica",FALSE
"18","2015-03-31","Montserrat","Curaçao",2,2,"FIFA World Cup qualification","Lookout","Montserrat",FALSE
"19","2015-05-24","Thailand","Vietnam",1,0,"FIFA World Cup qualification","Bangkok","Thailand",FALSE
"20","2015-06-10","Curaçao","Cuba",0,0,"FIFA World Cup qualification","Willemstad","Curaçao",FALSE
"21","2015-06-11","Afghanistan","Syria",0,6,"FIFA World Cup qualification","Mashhad","Iran",TRUE
"22","2015-06-11","Bangladesh","Kyrgyzstan",1,3,"FIFA World Cup qualification","Dhaka","Bangladesh",FALSE
"23","2015-06-11","Cambodia","Singapore",0,4,"FIFA World Cup qualification","Phnom Penh","Cambodia",FALSE
"24","2015-06-11","Dominican Republic","Belize",1,2,"FIFA World Cup qualification","Santo Domingo","Dominican Republic",FALSE
"25","2015-06-11","Guam","Turkmenistan",1,0,"FIFA World Cup qualification","Dededo","Guam",FALSE
"26","2015-06-11","Hong Kong","Bhutan",7,0,"FIFA World Cup qualification","Kowloon","Hong Kong",FALSE
"27","2015-06-11","India","Oman",1,2,"FIFA World Cup qualification","Bangalore","India",FALSE
"28","2015-06-11","Laos","Burma",2,2,"FIFA World Cup qualification","Vientiane","Laos",FALSE
"29","2015-06-11","Lebanon","Kuwait",0,1,"FIFA World Cup qualification","Sidon","Lebanon",FALSE
"30","2015-06-11","Malaysia","East Timor",3,0,"FIFA World Cup qualification","Kuala Lumpur","Malaysia",FALSE
"31","2015-06-11","Maldives","Qatar",0,1,"FIFA World Cup qualification","Malé","Maldives",FALSE
"32","2015-06-11","Philippines","Bahrain",2,1,"FIFA World Cup qualification","Bocaue","Philippines",FALSE
"33","2015-06-11","Saudi Arabia","Palestine",3,2,"FIFA World Cup qualification","Dammam","Saudi Arabia",FALSE
"34","2015-06-11","Tajikistan","Jordan",1,3,"FIFA World Cup qualification","Dushanbe","Tajikistan",FALSE
"35","2015-06-11","Yemen","Korea DPR",0,3,"FIFA World Cup qualification","Doha","Qatar",TRUE
"36","2015-06-14","Barbados","Aruba",0,3,"FIFA World Cup qualification","Bridgetown","Barbados",FALSE
"37","2015-06-14","Cuba","Curaçao",1,1,"FIFA World Cup qualification","Havana","Cuba",FALSE
"38","2015-06-16","Bangladesh","Tajikistan",1,1,"FIFA World Cup qualification","Dhaka","Bangladesh",FALSE
"39","2015-06-16","Bhutan","China",0,6,"FIFA World Cup qualification","Thimphu","Bhutan",FALSE
"40","2015-06-16","Burma","Korea Republic",0,2,"FIFA World Cup qualification","Bangkok","Thailand",TRUE
"41","2015-06-16","Cambodia","Afghanistan",0,1,"FIFA World Cup qualification","Phnom Penh","Cambodia",FALSE
"42","2015-06-16","East Timor","United Arab Emirates",0,3,"FIFA World Cup qualification","Shah Alam","Malaysia",TRUE
"43","2015-06-16","Grenada","Puerto Rico",2,0,"FIFA World Cup qualification","St. George's","Grenada",FALSE
"44","2015-06-16","Guam","India",2,1,"FIFA World Cup qualification","Dededo","Guam",FALSE
"45","2015-06-16","Hong Kong","Maldives",2,0,"FIFA World Cup qualification","Kowloon","Hong Kong",FALSE
"46","2015-06-16","Japan","Singapore",0,0,"FIFA World Cup qualification","Saitama","Japan",FALSE
"47","2015-06-16","Korea DPR","Uzbekistan",4,2,"FIFA World Cup qualification","P'yŏngyang","Korea DPR",FALSE
"48","2015-06-16","Kyrgyzstan","Australia",1,2,"FIFA World Cup qualification","Bishkek","Kyrgyzstan",FALSE
"49","2015-06-16","Laos","Lebanon",0,2,"FIFA World Cup qualification","Vientiane","Laos",FALSE
"50","2015-06-16","Malaysia","Palestine",0,6,"FIFA World Cup qualification","Kuala Lumpur","Malaysia",FALSE
"51","2015-06-16","Suriname","Nicaragua",1,3,"FIFA World Cup qualification","Paramaribo","Suriname",FALSE
"52","2015-06-16","Turkmenistan","Iran",1,1,"FIFA World Cup qualification","Daşoguz","Turkmenistan",FALSE
"53","2015-06-16","Yemen","Philippines",0,2,"FIFA World Cup qualification","Doha","Qatar",TRUE
"54","2015-09-03","Australia","Bangladesh",5,0,"FIFA World Cup qualification","Perth","Australia",FALSE
"55","2015-09-03","Bahrain","Korea DPR",0,1,"FIFA World Cup qualification","Riffa","Bahrain",FALSE
"56","2015-09-03","China","Hong Kong",0,0,"FIFA World Cup qualification","Shenzhen","China",FALSE
"57","2015-09-03","Iran","Guam",6,0,"FIFA World Cup qualification","Teheran","Iran",FALSE
"58","2015-09-03","Iraq","Taiwan",5,1,"FIFA World Cup qualification","Teheran","Iran",TRUE
"59","2015-09-03","Japan","Cambodia",3,0,"FIFA World Cup qualification","Saitama","Japan",FALSE
"60","2015-09-03","Jordan","Kyrgyzstan",0,0,"FIFA World Cup qualification","Irbid","Jordan",FALSE
"61","2015-09-03","Korea Republic","Laos",8,0,"FIFA World Cup qualification","Hwaseong","Korea Republic",FALSE
"62","2015-09-03","Kuwait","Burma",9,0,"FIFA World Cup qualification","Doha","Qatar",TRUE
"63","2015-09-03","Oman","Turkmenistan",3,1,"FIFA World Cup qualification","Seeb","Oman",FALSE
"64","2015-09-03","Qatar","Bhutan",15,0,"FIFA World Cup qualification","Doha","Qatar",FALSE
"65","2015-09-03","Saudi Arabia","East Timor",7,0,"FIFA World Cup qualification","Jeddah","Saudi Arabia",FALSE
"66","2015-09-03","Syria","Singapore",1,0,"FIFA World Cup qualification","Muscat","Oman",TRUE
"67","2015-09-03","United Arab Emirates","Malaysia",10,0,"FIFA World Cup qualification","Abu Dhabi","United Arab Emirates",FALSE
"68","2015-09-03","Uzbekistan","Yemen",1,0,"FIFA World Cup qualification","Tashkent","Uzbekistan",FALSE
"69","2015-09-04","Curaçao","El Salvador",0,1,"FIFA World Cup qualification","Willemstad","Curaçao",FALSE
"70","2015-09-04","Grenada","Haiti",1,3,"FIFA World Cup qualification","St. George's","Grenada",FALSE
"71","2015-09-08","Afghanistan","Japan",0,6,"FIFA World Cup qualification","Teheran","Iran",TRUE
"72","2015-09-08","Bangladesh","Jordan",0,4,"FIFA World Cup qualification","Dhaka","Bangladesh",FALSE
"73","2015-09-08","Cambodia","Syria",0,6,"FIFA World Cup qualification","Phnom Penh","Cambodia",FALSE
"74","2015-09-08","China","Maldives",3,0,"FIFA World Cup qualification","Shenyang","China",FALSE
"75","2015-09-08","El Salvador","Curaçao",1,0,"FIFA World Cup qualification","San Salvador","El Salvador",FALSE
"76","2015-09-08","Guam","Oman",0,0,"FIFA World Cup qualification","Dededo","Guam",FALSE
"77","2015-09-08","Hong Kong","Qatar",2,3,"FIFA World Cup qualification","Kowloon","Hong Kong",FALSE
"78","2015-09-08","India","Iran",0,3,"FIFA World Cup qualification","Bangalore","India",FALSE
"79","2015-09-08","Laos","Kuwait",0,2,"FIFA World Cup qualification","Vientiane","Laos",FALSE
"80","2015-09-08","Lebanon","Korea Republic",0,3,"FIFA World Cup qualification","Sidon","Lebanon",FALSE
"81","2015-09-08","Malaysia","Saudi Arabia",0,3,"FIFA World Cup qualification","Shah Alam","Malaysia",FALSE
"82","2015-09-08","Palestine","United Arab Emirates",0,0,"FIFA World Cup qualification","al-Ramm","Palestine",FALSE
"83","2015-09-08","Philippines","Uzbekistan",1,5,"FIFA World Cup qualification","Bocaue","Philippines",FALSE
"84","2015-09-08","Tajikistan","Australia",0,3,"FIFA World Cup qualification","Dushanbe","Tajikistan",FALSE
"85","2015-09-08","Thailand","Iraq",2,2,"FIFA World Cup qualification","Bangkok","Thailand",FALSE
"86","2015-09-08","Yemen","Bahrain",0,4,"FIFA World Cup qualification","Doha","Qatar",TRUE
"87","2015-10-07","Comoros","Lesotho",0,0,"FIFA World Cup qualification","Moroni","Comoros",FALSE
"88","2015-10-07","Mauritius","Kenya",2,5,"FIFA World Cup qualification","Mapou","Mauritius",FALSE
"89","2015-10-07","Seychelles","Burundi",0,1,"FIFA World Cup qualification","Roche Caiman","Seychelles",FALSE
"90","2015-10-07","South Sudan","Mauritania",1,1,"FIFA World Cup qualification","Juba","South Sudan",FALSE
"91","2015-10-07","Tanzania","Malawi",2,0,"FIFA World Cup qualification","Dar es Salaam","Tanzania",FALSE
"92","2015-10-08","Argentina","Ecuador",0,2,"FIFA World Cup qualification","Buenos Aires","Argentina",FALSE
"93","2015-10-08","Bahrain","Uzbekistan",0,4,"FIFA World Cup qualification","Riffa","Bahrain",FALSE
"94","2015-10-08","Bhutan","Maldives",3,4,"FIFA World Cup qualification","Thimphu","Bhutan",FALSE
"95","2015-10-08","Bolivia","Uruguay",0,0,"FIFA World Cup qualification","La Paz","Bolivia",FALSE
"96","2015-10-08","Burma","Lebanon",0,2,"FIFA World Cup qualification","Bangkok","Thailand",TRUE
"97","2015-10-08","Chile","Brazil",2,0,"FIFA World Cup qualification","Santiago","Chile",FALSE
"98","2015-10-08","Colombia","Peru",2,0,"FIFA World Cup qualification","Barranquilla","Colombia",FALSE
"99","2015-10-08","East Timor","Palestine",0,3,"FIFA World Cup qualification","Dili","East Timor",FALSE
"100","2015-10-08","Jordan","Australia",2,0,"FIFA World Cup qualification","Amman","Jordan",FALSE
"101","2015-10-08","Korea DPR","Philippines",0,0,"FIFA World Cup qualification","P'yŏngyang","Korea DPR",FALSE
"102","2015-10-08","Kuwait","Korea Republic",0,1,"FIFA World Cup qualification","Kuwait City","Kuwait",FALSE
"103","2015-10-08","Kyrgyzstan","Tajikistan",2,2,"FIFA World Cup qualification","Bishkek","Kyrgyzstan",FALSE
"104","2015-10-08","Liberia","Guinea-Bissau",1,1,"FIFA World Cup qualification","Monrovia","Liberia",FALSE
"105","2015-10-08","Oman","Iran",1,1,"FIFA World Cup qualification","Muscat","Oman",FALSE
"106","2015-10-08","Qatar","China",1,0,"FIFA World Cup qualification","Doha","Qatar",FALSE
"107","2015-10-08","São Tomé and Príncipe","Ethiopia",1,0,"FIFA World Cup qualification","São Tomé","São Tomé and Príncipe",FALSE
"108","2015-10-08","Saudi Arabia","United Arab Emirates",2,1,"FIFA World Cup qualification","Jeddah","Saudi Arabia",FALSE
"109","2015-10-08","Singapore","Afghanistan",1,0,"FIFA World Cup qualification","Kallang","Singapore",FALSE
"110","2015-10-08","Syria","Japan",0,3,"FIFA World Cup qualification","Seeb","Oman",TRUE
"111","2015-10-08","Turkmenistan","India",2,1,"FIFA World Cup qualification","Ashgabat","Turkmenistan",FALSE
"112","2015-10-08","Venezuela","Paraguay",0,1,"FIFA World Cup qualification","Ciudad Guayana","Venezuela",FALSE
"113","2015-10-08","Vietnam","Iraq",1,1,"FIFA World Cup qualification","Hanoi","Vietnam",FALSE
"114","2015-10-09","Djibouti","Swaziland",0,6,"FIFA World Cup qualification","Djibouti","Djibouti",FALSE
"115","2015-10-09","Gambia","Namibia",1,1,"FIFA World Cup qualification","Bakau","Gambia",FALSE
"116","2015-10-09","Somalia","Niger",0,2,"FIFA World Cup qualification","Addis Abeba","Ethiopia",TRUE
"117","2015-10-10","Chad","Sierra Leone",1,0,"FIFA World Cup qualification","N'Djamena","Chad",FALSE
"118","2015-10-10","Eritrea","Botswana",0,2,"FIFA World Cup qualification","Asmara","Eritrea",FALSE
"119","2015-10-10","Madagascar","Central African Republic",3,0,"FIFA World Cup qualification","Antananarivo","Madagascar",FALSE
"120","2015-10-11","Ethiopia","São Tomé and Príncipe",3,0,"FIFA World Cup qualification","Addis Abeba","Ethiopia",FALSE
"121","2015-10-11","Kenya","Mauritius",0,0,"FIFA World Cup qualification","Nairobi","Kenya",FALSE
"122","2015-10-11","Malawi","Tanzania",1,0,"FIFA World Cup qualification","Blantyre","Malawi",FALSE
"123","2015-10-13","Bahrain","Philippines",2,0,"FIFA World Cup qualification","Riffa","Bahrain",FALSE
"124","2015-10-13","Bhutan","Hong Kong",0,1,"FIFA World Cup qualification","Thimphu","Bhutan",FALSE
"125","2015-10-13","Botswana","Eritrea",3,1,"FIFA World Cup qualification","Francistown","Botswana",FALSE
"126","2015-10-13","Brazil","Venezuela",3,1,"FIFA World Cup qualification","Fortaleza","Brazil",FALSE
"127","2015-10-13","Burma","Laos",3,1,"FIFA World Cup qualification","Bangkok","Thailand",TRUE
"128","2015-10-13","Burundi","Seychelles",2,0,"FIFA World Cup qualification","Bujumbura","Burundi",FALSE
"129","2015-10-13","East Timor","Malaysia",0,3,"FIFA World Cup qualification","Dili","East Timor",FALSE
"130","2015-10-13","Ecuador","Bolivia",2,0,"FIFA World Cup qualification","Quito","Ecuador",FALSE
"131","2015-10-13","Guinea-Bissau","Liberia",1,3,"FIFA World Cup qualification","Bissau","Guinea-Bissau",FALSE
"132","2015-10-13","Jordan","Tajikistan",3,0,"FIFA World Cup qualification","Irbid","Jordan",FALSE
"133","2015-10-13","Korea DPR","Yemen",1,0,"FIFA World Cup qualification","P'yŏngyang","Korea DPR",FALSE
"134","2015-10-13","Kuwait","Lebanon",0,0,"FIFA World Cup qualification","Kuwait City","Kuwait",FALSE
"135","2015-10-13","Kyrgyzstan","Bangladesh",2,0,"FIFA World Cup qualification","Bishkek","Kyrgyzstan",FALSE
"136","2015-10-13","Lesotho","Comoros",1,1,"FIFA World Cup qualification","Maseru","Lesotho",FALSE
"137","2015-10-13","Madagascar","Central African Republic",2,2,"FIFA World Cup qualification","Antananarivo","Madagascar",FALSE
"138","2015-10-13","Mauritania","South Sudan",4,0,"FIFA World Cup qualification","Nouakchott","Mauritania",FALSE
"139","2015-10-13","Namibia","Gambia",2,1,"FIFA World Cup qualification","Windhoek","Namibia",FALSE
"140","2015-10-13","Niger","Somalia",4,0,"FIFA World Cup qualification","Niamey","Niger",FALSE
"141","2015-10-13","Oman","India",3,0,"FIFA World Cup qualification","Muscat","Oman",FALSE
"142","2015-10-13","Paraguay","Argentina",0,0,"FIFA World Cup qualification","Asunción","Paraguay",FALSE
"143","2015-10-13","Peru","Chile",3,4,"FIFA World Cup qualification","Lima","Peru",FALSE
"144","2015-10-13","Qatar","Maldives",4,0,"FIFA World Cup qualification","Doha","Qatar",FALSE
"145","2015-10-13","Sierra Leone","Chad",2,1,"FIFA World Cup qualification","Port Harcourt","Nigeria",TRUE
"146","2015-10-13","Singapore","Cambodia",2,1,"FIFA World Cup qualification","Kallang","Singapore",FALSE
"147","2015-10-13","Syria","Afghanistan",5,2,"FIFA World Cup qualification","Seeb","Oman",TRUE
"148","2015-10-13","Turkmenistan","Guam",1,0,"FIFA World Cup qualification","Ashgabat","Turkmenistan",FALSE
"149","2015-10-13","Uruguay","Colombia",3,0,"FIFA World Cup qualification","Montevideo","Uruguay",FALSE
"150","2015-10-13","Vietnam","Thailand",0,3,"FIFA World Cup qualification","Hanoi","Vietnam",FALSE
"151","2015-10-17","Swaziland","Djibouti",2,1,"FIFA World Cup qualification","Lobamba","Swaziland",FALSE
"152","2015-11-09","Palestine","Saudi Arabia",0,0,"FIFA World Cup qualification","Amman","Jordan",TRUE
"153","2015-11-11","Mozambique","Gabon",1,0,"FIFA World Cup qualification","Maputo","Mozambique",FALSE
"154","2015-11-11","Sudan","Zambia",0,1,"FIFA World Cup qualification","Khartoum","Sudan",FALSE
"155","2015-11-12","Afghanistan","Cambodia",3,0,"FIFA World Cup qualification","Teheran","Iran",TRUE
"156","2015-11-12","Australia","Kyrgyzstan",3,0,"FIFA World Cup qualification","Canberra","Australia",FALSE
"157","2015-11-12","Benin","Burkina Faso",2,1,"FIFA World Cup qualification","Cotonou","Benin",FALSE
"158","2015-11-12","Bolivia","Venezuela",4,2,"FIFA World Cup qualification","La Paz","Bolivia",FALSE
"159","2015-11-12","Burundi","Congo DR",2,3,"FIFA World Cup qualification","Bujumbura","Burundi",FALSE
"160","2015-11-12","Chile","Colombia",1,1,"FIFA World Cup qualification","Santiago","Chile",FALSE
"161","2015-11-12","China","Bhutan",12,0,"FIFA World Cup qualification","Changsha","China",FALSE
"162","2015-11-12","Ecuador","Uruguay",2,1,"FIFA World Cup qualification","Quito","Ecuador",FALSE
"163","2015-11-12","India","Guam",1,0,"FIFA World Cup qualification","Bangalore","India",FALSE
"164","2015-11-12","Iran","Turkmenistan",3,1,"FIFA World Cup qualification","Teheran","Iran",FALSE
"165","2015-11-12","Korea Republic","Burma",4,0,"FIFA World Cup qualification","Suwon","Korea Republic",FALSE
"166","2015-11-12","Lebanon","Laos",7,0,"FIFA World Cup qualification","Sidon","Lebanon",FALSE
"167","2015-11-12","Maldives","Hong Kong",0,1,"FIFA World Cup qualification","Malé","Maldives",FALSE
"168","2015-11-12","Morocco","Equatorial Guinea",2,0,"FIFA World Cup qualification","Agadir","Morocco",FALSE
"169","2015-11-12","Namibia","Guinea",0,1,"FIFA World Cup qualification","Windhoek","Namibia",FALSE
"170","2015-11-12","Palestine","Malaysia",6,0,"FIFA World Cup qualification","Amman","Jordan",TRUE
"171","2015-11-12","Philippines","Yemen",0,1,"FIFA World Cup qualification","Manila","Philippines",FALSE
"172","2015-11-12","Singapore","Japan",0,3,"FIFA World Cup qualification","Kallang","Singapore",FALSE
"173","2015-11-12","Tajikistan","Bangladesh",5,0,"FIFA World Cup qualification","Dushanbe","Tajikistan",FALSE
"174","2015-11-12","Thailand","Taiwan",4,2,"FIFA World Cup qualification","Bangkok","Thailand",FALSE
"175","2015-11-12","Togo","Uganda",0,1,"FIFA World Cup qualification","Lomé","Togo",FALSE
"176","2015-11-12","United Arab Emirates","East Timor",8,0,"FIFA World Cup qualification","Abu Dhabi","United Arab Emirates",FALSE
"177","2015-11-12","Uzbekistan","Korea DPR",3,1,"FIFA World Cup qualification","Tashkent","Uzbekistan",FALSE
"178","2015-11-13","Angola","South Africa",1,3,"FIFA World Cup qualification","Benguela","Angola",FALSE
"179","2015-11-13","Argentina","Brazil",1,1,"FIFA World Cup qualification","Buenos Aires","Argentina",FALSE
"180","2015-11-13","Comoros","Ghana",0,0,"FIFA World Cup qualification","Mitsamiouli","Comoros",FALSE
"181","2015-11-13","Costa Rica","Haiti",1,0,"FIFA World Cup qualification","San José","Costa Rica",FALSE
"182","2015-11-13","Kenya","Cape Verde",1,0,"FIFA World Cup qualification","Nairobi","Kenya",FALSE
"183","2015-11-13","Liberia","Ivory Coast",0,1,"FIFA World Cup qualification","Monrovia","Liberia",FALSE
"184","2015-11-13","Libya","Rwanda",1,0,"FIFA World Cup qualification","Sfax","Tunisia",TRUE
"185","2015-11-13","Madagascar","Senegal",2,2,"FIFA World Cup qualification","Antananarivo","Madagascar",FALSE
"186","2015-11-13","Mauritania","Tunisia",1,2,"FIFA World Cup qualification","Nouakchott","Mauritania",FALSE
"187","2015-11-13","Niger","Cameroon",0,3,"FIFA World Cup qualification","Niamey","Niger",FALSE
"188","2015-11-13","Peru","Paraguay",1,0,"FIFA World Cup qualification","Lima","Peru",FALSE
"189","2015-11-13","Swaziland","Nigeria",0,0,"FIFA World Cup qualification","Lobamba","Swaziland",FALSE
"190","2015-11-14","Botswana","Mali",2,1,"FIFA World Cup qualification","Francistown","Botswana",FALSE
"191","2015-11-14","Chad","Egypt",1,0,"FIFA World Cup qualification","N'Djamena","Chad",FALSE
"192","2015-11-14","Ethiopia","Congo",3,4,"FIFA World Cup qualification","Addis Abeba","Ethiopia",FALSE
"193","2015-11-14","Gabon","Mozambique",1,0,"FIFA World Cup qualification","Libreville","Gabon",FALSE
"194","2015-11-14","Tanzania","Algeria",2,2,"FIFA World Cup qualification","Dar es Salaam","Tanzania",FALSE
"195","2015-11-15","Congo DR","Burundi",3,0,"FIFA World Cup qualification","Kinshasa","Congo DR",FALSE
"196","2015-11-15","Equatorial Guinea","Morocco",1,0,"FIFA World Cup qualification","Bata","Equatorial Guinea",FALSE
"197","2015-11-15","Guinea","Namibia",2,0,"FIFA World Cup qualification","Casablanca","Morocco",TRUE
"198","2015-11-15","Uganda","Togo",3,0,"FIFA World Cup qualification","Kampala","Uganda",FALSE
"199","2015-11-15","Zambia","Sudan",2,0,"FIFA World Cup qualification","Ndola","Zambia",FALSE
