"","date","home_team","away_team","home_score","away_score","tournament","city","country","neutral"
"598","2017-08-31","Greece","Estonia",0,0,"FIFA World Cup qualification","Piraeus","Greece",FALSE
"599","2017-08-31","Guinea","Libya",3,2,"FIFA World Cup qualification","Conakry","Guinea",FALSE
"600","2017-08-31","Hungary","Latvia",3,1,"FIFA World Cup qualification","Budapest","Hungary",FALSE
"601","2017-08-31","Japan","Australia",2,0,"FIFA World Cup qualification","Saitama","Japan",FALSE
"602","2017-08-31","Korea Republic","Iran",0,0,"FIFA World Cup qualification","Seoul","Korea Republic",FALSE
"603","2017-08-31","Luxembourg","Belarus",1,0,"FIFA World Cup qualification","Luxembourg","Luxembourg",FALSE
"604","2017-08-31","Peru","Bolivia",2,1,"FIFA World Cup qualification","Lima","Peru",FALSE
"605","2017-08-31","Portugal","Faroe Islands",5,1,"FIFA World Cup qualification","Porto","Portugal",FALSE
"606","2017-08-31","Switzerland","Andorra",3,0,"FIFA World Cup qualification","St. Gallen","Switzerland",FALSE
"607","2017-08-31","Syria","Qatar",3,1,"FIFA World Cup qualification","Paya Rumput","Malaysia",TRUE
"608","2017-08-31","Thailand","Iraq",1,2,"FIFA World Cup qualification","Bangkok","Thailand",FALSE
"609","2017-08-31","Uganda","Egypt",1,0,"FIFA World Cup qualification","Kampala","Uganda",FALSE
"610","2017-08-31","Uruguay","Argentina",0,0,"FIFA World Cup qualification","Montevideo","Uruguay",FALSE
"611","2017-08-31","Venezuela","Colombia",0,0,"FIFA World Cup qualification","San Cristóbal","Venezuela",FALSE
"612","2017-09-01","Cape Verde","South Africa",2,1,"FIFA World Cup qualification","Praia","Cape Verde",FALSE
"613","2017-09-01","Czech Republic","Germany",1,2,"FIFA World Cup qualification","Prague","Czech Republic",FALSE
"614","2017-09-01","Denmark","Poland",4,0,"FIFA World Cup qualification","Copenhagen","Denmark",FALSE
"615","2017-09-01","Ghana","Congo",1,1,"FIFA World Cup qualification","Kumasi","Ghana",FALSE
"616","2017-09-01","Kazakhstan","Montenegro",0,3,"FIFA World Cup qualification","Astana","Kazakhstan",FALSE
"617","2017-09-01","Lithuania","Scotland",0,3,"FIFA World Cup qualification","Vilnius","Lithuania",FALSE
"618","2017-09-01","Malta","England",0,4,"FIFA World Cup qualification","Attard","Malta",FALSE
"619","2017-09-01","Mexico","Panama",1,0,"FIFA World Cup qualification","Mexico City","Mexico",FALSE
"620","2017-09-01","Morocco","Mali",6,0,"FIFA World Cup qualification","Rabat","Morocco",FALSE
"621","2017-09-01","New Zealand","Solomon Islands",6,1,"FIFA World Cup qualification","Auckland","New Zealand",FALSE
"622","2017-09-01","Nigeria","Cameroon",4,0,"FIFA World Cup qualification","Uyo","Nigeria",FALSE
"623","2017-09-01","Norway","Azerbaijan",2,0,"FIFA World Cup qualification","Oslo","Norway",FALSE
"624","2017-09-01","Romania","Armenia",1,0,"FIFA World Cup qualification","Bucharest","Romania",FALSE
"625","2017-09-01","San Marino","Northern Ireland",0,3,"FIFA World Cup qualification","Serravalle","San Marino",FALSE
"626","2017-09-01","Slovakia","Slovenia",1,0,"FIFA World Cup qualification","Trnava","Slovakia",FALSE
"627","2017-09-01","Trinidad and Tobago","Honduras",1,2,"FIFA World Cup qualification","Couva","Trinidad and Tobago",FALSE
"628","2017-09-01","Tunisia","Congo DR",2,1,"FIFA World Cup qualification","Radès","Tunisia",FALSE
"629","2017-09-01","USA","Costa Rica",0,2,"FIFA World Cup qualification","Harrison","USA",FALSE
"630","2017-09-02","Albania","Liechtenstein",2,0,"FIFA World Cup qualification","Elbasan","Albania",FALSE
"631","2017-09-02","Croatia","Kosovo",1,0,"FIFA World Cup qualification","Zagreb","Croatia",FALSE
"632","2017-09-02","Finland","Iceland",1,0,"FIFA World Cup qualification","Tampere","Finland",FALSE
"633","2017-09-02","Gabon","Ivory Coast",0,3,"FIFA World Cup qualification","Franceville","Gabon",FALSE
"634","2017-09-02","Georgia","Ireland",1,1,"FIFA World Cup qualification","Tbilisi","Georgia",FALSE
"635","2017-09-02","Israel","Macedonia",0,1,"FIFA World Cup qualification","Haifa","Israel",FALSE
"636","2017-09-02","Senegal","Burkina Faso",0,0,"FIFA World Cup qualification","Dakar","Senegal",FALSE
"637","2017-09-02","Serbia","Moldova",3,0,"FIFA World Cup qualification","Belgrade","Serbia",FALSE
"638","2017-09-02","Spain","Italy",3,0,"FIFA World Cup qualification","Madrid","Spain",FALSE
"639","2017-09-02","Ukraine","Turkey",2,0,"FIFA World Cup qualification","Kharkiv","Ukraine",FALSE
"640","2017-09-02","Wales","Austria",1,0,"FIFA World Cup qualification","Cardiff","Wales",FALSE
"641","2017-09-02","Zambia","Algeria",3,1,"FIFA World Cup qualification","Lusaka","Zambia",FALSE
"642","2017-09-03","Belarus","Sweden",0,4,"FIFA World Cup qualification","Barysaw","Belarus",FALSE
"643","2017-09-03","Estonia","Cyprus",1,0,"FIFA World Cup qualification","Tallinn","Estonia",FALSE
"644","2017-09-03","Faroe Islands","Andorra",1,0,"FIFA World Cup qualification","Tórshavn","Faroe Islands",FALSE
"645","2017-09-03","France","Luxembourg",0,0,"FIFA World Cup qualification","Toulouse","France",FALSE
"646","2017-09-03","Gibraltar","Bosnia-Herzegovina",0,4,"FIFA World Cup qualification","Faro","Portugal",TRUE
"647","2017-09-03","Greece","Belgium",1,2,"FIFA World Cup qualification","Piraeus","Greece",FALSE
"648","2017-09-03","Hungary","Portugal",0,1,"FIFA World Cup qualification","Budapest","Hungary",FALSE
"649","2017-09-03","Latvia","Switzerland",0,3,"FIFA World Cup qualification","Riga","Latvia",FALSE
"650","2017-09-03","Netherlands","Bulgaria",3,1,"FIFA World Cup qualification","Amsterdam","Netherlands",FALSE
"651","2017-09-04","Armenia","Denmark",1,4,"FIFA World Cup qualification","Yerevan","Armenia",FALSE
"652","2017-09-04","Azerbaijan","San Marino",5,1,"FIFA World Cup qualification","Baku","Azerbaijan",FALSE
"653","2017-09-04","Cameroon","Nigeria",1,1,"FIFA World Cup qualification","Yaoundé","Cameroon",FALSE
"654","2017-09-04","England","Slovakia",2,1,"FIFA World Cup qualification","London","England",FALSE
"655","2017-09-04","Germany","Norway",6,0,"FIFA World Cup qualification","Stuttgart","Germany",FALSE
"656","2017-09-04","Libya","Guinea",1,0,"FIFA World Cup qualification","Monastir","Tunisia",TRUE
"657","2017-09-04","Montenegro","Romania",1,0,"FIFA World Cup qualification","Podgorica","Montenegro",FALSE
"658","2017-09-04","Northern Ireland","Czech Republic",2,0,"FIFA World Cup qualification","Belfast","Northern Ireland",FALSE
"659","2017-09-04","Poland","Kazakhstan",3,0,"FIFA World Cup qualification","Warsaw","Poland",FALSE
"660","2017-09-04","Scotland","Malta",2,0,"FIFA World Cup qualification","Glasgow","Scotland",FALSE
"661","2017-09-04","Slovenia","Lithuania",4,0,"FIFA World Cup qualification","Ljubljana","Slovenia",FALSE
"662","2017-09-05","Algeria","Zambia",0,1,"FIFA World Cup qualification","Constantine","Algeria",FALSE
"663","2017-09-05","Argentina","Venezuela",1,1,"FIFA World Cup qualification","Buenos Aires","Argentina",FALSE
"664","2017-09-05","Australia","Thailand",2,1,"FIFA World Cup qualification","Melbourne","Australia",FALSE
"665","2017-09-05","Austria","Georgia",1,1,"FIFA World Cup qualification","Vienna","Austria",FALSE
"666","2017-09-05","Bolivia","Chile",1,0,"FIFA World Cup qualification","La Paz","Bolivia",FALSE
"667","2017-09-05","Burkina Faso","Senegal",2,2,"FIFA World Cup qualification","Ouagadougou","Burkina Faso",FALSE
"668","2017-09-05","Colombia","Brazil",1,1,"FIFA World Cup qualification","Barranquilla","Colombia",FALSE
"669","2017-09-05","Congo","Ghana",1,5,"FIFA World Cup qualification","Brazzaville","Congo",FALSE
"670","2017-09-05","Congo DR","Tunisia",2,2,"FIFA World Cup qualification","Kinshasa","Congo DR",FALSE
"671","2017-09-05","Costa Rica","Mexico",1,1,"FIFA World Cup qualification","San José","Costa Rica",FALSE
"672","2017-09-05","Ecuador","Peru",0,2,"FIFA World Cup qualification","Quito","Ecuador",FALSE
"673","2017-09-05","Egypt","Uganda",1,0,"FIFA World Cup qualification","Alexandria","Egypt",FALSE
"674","2017-09-05","Honduras","USA",1,1,"FIFA World Cup qualification","San Pedro Sula","Honduras",FALSE
"675","2017-09-05","Iceland","Ukraine",2,0,"FIFA World Cup qualification","Reykjavík","Iceland",FALSE
"676","2017-09-05","Iran","Syria",2,2,"FIFA World Cup qualification","Teheran","Iran",FALSE
"677","2017-09-05","Iraq","United Arab Emirates",1,0,"FIFA World Cup qualification","Amman","Jordan",TRUE
"678","2017-09-05","Ireland","Serbia",0,1,"FIFA World Cup qualification","Dublin","Ireland",FALSE
"679","2017-09-05","Italy","Israel",1,0,"FIFA World Cup qualification","Reggio Emilia","Italy",FALSE
"680","2017-09-05","Ivory Coast","Gabon",1,2,"FIFA World Cup qualification","Bouaké","Ivory Coast",FALSE
"681","2017-09-05","Kosovo","Finland",0,1,"FIFA World Cup qualification","Shkodër","Albania",TRUE
"682","2017-09-05","Liechtenstein","Spain",0,8,"FIFA World Cup qualification","Vaduz","Liechtenstein",FALSE
"683","2017-09-05","Macedonia","Albania",1,1,"FIFA World Cup qualification","Strumica","Macedonia",FALSE
"684","2017-09-05","Mali","Morocco",0,0,"FIFA World Cup qualification","Bamako","Mali",FALSE
"685","2017-09-05","Moldova","Wales",0,2,"FIFA World Cup qualification","Chișinău","Moldova",FALSE
"686","2017-09-05","Panama","Trinidad and Tobago",3,0,"FIFA World Cup qualification","Panama City","Panama",FALSE
"687","2017-09-05","Paraguay","Uruguay",1,2,"FIFA World Cup qualification","Asunción","Paraguay",FALSE
"688","2017-09-05","Qatar","China",1,2,"FIFA World Cup qualification","Doha","Qatar",FALSE
"689","2017-09-05","Saudi Arabia","Japan",1,0,"FIFA World Cup qualification","Jeddah","Saudi Arabia",FALSE
"690","2017-09-05","Solomon Islands","New Zealand",2,2,"FIFA World Cup qualification","Honiara","Solomon Islands",FALSE
"691","2017-09-05","South Africa","Cape Verde",1,2,"FIFA World Cup qualification","Durban","South Africa",FALSE
"692","2017-09-05","Turkey","Croatia",1,0,"FIFA World Cup qualification","Eskişehir","Turkey",FALSE
"693","2017-09-05","Uzbekistan","Korea Republic",0,0,"FIFA World Cup qualification","Tashkent","Uzbekistan",FALSE
"694","2017-10-05","Argentina","Peru",0,0,"FIFA World Cup qualification","Buenos Aires","Argentina",FALSE
"695","2017-10-05","Armenia","Poland",1,6,"FIFA World Cup qualification","Yerevan","Armenia",FALSE
"696","2017-10-05","Azerbaijan","Czech Republic",1,2,"FIFA World Cup qualification","Baku","Azerbaijan",FALSE
"697","2017-10-05","Bolivia","Brazil",0,0,"FIFA World Cup qualification","La Paz","Bolivia",FALSE
"698","2017-10-05","Chile","Ecuador",2,1,"FIFA World Cup qualification","Santiago","Chile",FALSE
"699","2017-10-05","Colombia","Paraguay",1,2,"FIFA World Cup qualification","Barranquilla","Colombia",FALSE
"700","2017-10-05","England","Slovenia",1,0,"FIFA World Cup qualification","London","England",FALSE
"701","2017-10-05","Malta","Lithuania",1,1,"FIFA World Cup qualification","Attard","Malta",FALSE
"702","2017-10-05","Montenegro","Denmark",0,1,"FIFA World Cup qualification","Podgorica","Montenegro",FALSE
"703","2017-10-05","Northern Ireland","Germany",1,3,"FIFA World Cup qualification","Belfast","Northern Ireland",FALSE
"704","2017-10-05","Romania","Kazakhstan",3,1,"FIFA World Cup qualification","Ploieşti","Romania",FALSE
"705","2017-10-05","San Marino","Norway",0,8,"FIFA World Cup qualification","Serravalle","San Marino",FALSE
"706","2017-10-05","Scotland","Slovakia",1,0,"FIFA World Cup qualification","Glasgow","Scotland",FALSE
"707","2017-10-05","Syria","Australia",1,1,"FIFA World Cup qualification","Paya Rumput","Malaysia",TRUE
"708","2017-10-05","Venezuela","Uruguay",0,0,"FIFA World Cup qualification","San Cristóbal","Venezuela",FALSE
"709","2017-10-06","Austria","Serbia",3,2,"FIFA World Cup qualification","Vienna","Austria",FALSE
"710","2017-10-06","Croatia","Finland",1,1,"FIFA World Cup qualification","Rijeka","Croatia",FALSE
"711","2017-10-06","Georgia","Wales",0,1,"FIFA World Cup qualification","Tbilisi","Georgia",FALSE
"712","2017-10-06","Ireland","Moldova",2,0,"FIFA World Cup qualification","Dublin","Ireland",FALSE
"713","2017-10-06","Italy","Macedonia",1,1,"FIFA World Cup qualification","Turin","Italy",FALSE
"714","2017-10-06","Kosovo","Ukraine",0,2,"FIFA World Cup qualification","Shkodër","Albania",TRUE
"715","2017-10-06","Liechtenstein","Israel",0,1,"FIFA World Cup qualification","Vaduz","Liechtenstein",FALSE
"716","2017-10-06","Mali","Ivory Coast",0,0,"FIFA World Cup qualification","Bamako","Mali",FALSE
"717","2017-10-06","Mexico","Trinidad and Tobago",3,1,"FIFA World Cup qualification","San Luis Potosí","Mexico",FALSE
"718","2017-10-06","Spain","Albania",3,0,"FIFA World Cup qualification","Alicante","Spain",FALSE
"719","2017-10-06","Turkey","Iceland",0,3,"FIFA World Cup qualification","Eskişehir","Turkey",FALSE
"720","2017-10-06","USA","Panama",4,0,"FIFA World Cup qualification","Orlando","USA",FALSE
"721","2017-10-07","Andorra","Portugal",0,2,"FIFA World Cup qualification","Sant Julià de Lòria","Andorra",FALSE
"722","2017-10-07","Belarus","Netherlands",1,3,"FIFA World Cup qualification","Barysaw","Belarus",FALSE
"723","2017-10-07","Bosnia-Herzegovina","Belgium",3,4,"FIFA World Cup qualification","Sarajevo","Bosnia-Herzegovina",FALSE
"724","2017-10-07","Bulgaria","France",0,1,"FIFA World Cup qualification","Sofia","Bulgaria",FALSE
"725","2017-10-07","Cameroon","Algeria",2,0,"FIFA World Cup qualification","Yaoundé","Cameroon",FALSE
"726","2017-10-07","Cape Verde","Senegal",0,2,"FIFA World Cup qualification","Praia","Cape Verde",FALSE
"727","2017-10-07","Costa Rica","Honduras",1,1,"FIFA World Cup qualification","San José","Costa Rica",FALSE
"728","2017-10-07","Cyprus","Greece",1,2,"FIFA World Cup qualification","Nicosia","Cyprus",FALSE
"729","2017-10-07","Faroe Islands","Latvia",0,0,"FIFA World Cup qualification","Tórshavn","Faroe Islands",FALSE
"730","2017-10-07","Gibraltar","Estonia",0,6,"FIFA World Cup qualification","Faro","Portugal",TRUE
"731","2017-10-07","Guinea","Tunisia",1,4,"FIFA World Cup qualification","Conakry","Guinea",FALSE
"732","2017-10-07","Libya","Congo DR",1,2,"FIFA World Cup qualification","Monastir","Tunisia",TRUE
"733","2017-10-07","Morocco","Gabon",3,0,"FIFA World Cup qualification","Casablanca","Morocco",FALSE
"734","2017-10-07","Nigeria","Zambia",1,0,"FIFA World Cup qualification","Uyo","Nigeria",FALSE
"735","2017-10-07","South Africa","Burkina Faso",3,1,"FIFA World Cup qualification","Johannesburg","South Africa",FALSE
"736","2017-10-07","Sweden","Luxembourg",8,0,"FIFA World Cup qualification","Solna","Sweden",FALSE
"737","2017-10-07","Switzerland","Hungary",5,2,"FIFA World Cup qualification","Basel","Switzerland",FALSE
"738","2017-10-07","Uganda","Ghana",0,0,"FIFA World Cup qualification","Kampala","Uganda",FALSE
"739","2017-10-08","Czech Republic","San Marino",5,0,"FIFA World Cup qualification","Plzeň","Czech Republic",FALSE
"740","2017-10-08","Denmark","Romania",1,1,"FIFA World Cup qualification","Copenhagen","Denmark",FALSE
"741","2017-10-08","Egypt","Congo",2,1,"FIFA World Cup qualification","Alexandria","Egypt",FALSE
"742","2017-10-08","Germany","Azerbaijan",5,1,"FIFA World Cup qualification","Kaiserslautern","Germany",FALSE
"743","2017-10-08","Kazakhstan","Armenia",1,1,"FIFA World Cup qualification","Astana","Kazakhstan",FALSE
"744","2017-10-08","Lithuania","England",0,1,"FIFA World Cup qualification","Vilnius","Lithuania",FALSE
"745","2017-10-08","Norway","Northern Ireland",1,0,"FIFA World Cup qualification","Oslo","Norway",FALSE
"746","2017-10-08","Poland","Montenegro",4,2,"FIFA World Cup qualification","Warsaw","Poland",FALSE
"747","2017-10-08","Slovakia","Malta",3,0,"FIFA World Cup qualification","Trnava","Slovakia",FALSE
"748","2017-10-08","Slovenia","Scotland",2,2,"FIFA World Cup qualification","Ljubljana","Slovenia",FALSE
"749","2017-10-09","Albania","Italy",0,1,"FIFA World Cup qualification","Shkodër","Albania",FALSE
"750","2017-10-09","Finland","Turkey",2,2,"FIFA World Cup qualification","Turku","Finland",FALSE
"751","2017-10-09","Iceland","Kosovo",2,0,"FIFA World Cup qualification","Reykjavík","Iceland",FALSE
"752","2017-10-09","Israel","Spain",0,1,"FIFA World Cup qualification","Jerusalem","Israel",FALSE
"753","2017-10-09","Macedonia","Liechtenstein",4,0,"FIFA World Cup qualification","Strumica","Macedonia",FALSE
"754","2017-10-09","Moldova","Austria",0,1,"FIFA World Cup qualification","Chișinău","Moldova",FALSE
"755","2017-10-09","Serbia","Georgia",1,0,"FIFA World Cup qualification","Belgrade","Serbia",FALSE
"756","2017-10-09","Ukraine","Croatia",0,2,"FIFA World Cup qualification","Kyïv","Ukraine",FALSE
"757","2017-10-09","Wales","Ireland",0,1,"FIFA World Cup qualification","Cardiff","Wales",FALSE
"758","2017-10-10","Australia","Syria",2,1,"FIFA World Cup qualification","Sydney","Australia",FALSE
"759","2017-10-10","Belgium","Cyprus",4,0,"FIFA World Cup qualification","Brussels","Belgium",FALSE
"760","2017-10-10","Brazil","Chile",3,0,"FIFA World Cup qualification","São Paulo","Brazil",FALSE
"761","2017-10-10","Ecuador","Argentina",1,3,"FIFA World Cup qualification","Quito","Ecuador",FALSE
"762","2017-10-10","Estonia","Bosnia-Herzegovina",1,2,"FIFA World Cup qualification","Tallinn","Estonia",FALSE
"763","2017-10-10","France","Belarus",2,1,"FIFA World Cup qualification","Saint-Denis","France",FALSE
"764","2017-10-10","Greece","Gibraltar",4,0,"FIFA World Cup qualification","Piraeus","Greece",FALSE
"765","2017-10-10","Honduras","Mexico",3,2,"FIFA World Cup qualification","San Pedro Sula","Honduras",FALSE
"766","2017-10-10","Hungary","Faroe Islands",1,0,"FIFA World Cup qualification","Budapest","Hungary",FALSE
"767","2017-10-10","Latvia","Andorra",4,0,"FIFA World Cup qualification","Riga","Latvia",FALSE
"768","2017-10-10","Luxembourg","Bulgaria",1,1,"FIFA World Cup qualification","Luxembourg","Luxembourg",FALSE
"769","2017-10-10","Netherlands","Sweden",2,0,"FIFA World Cup qualification","Amsterdam","Netherlands",FALSE
"770","2017-10-10","Panama","Costa Rica",2,1,"FIFA World Cup qualification","Panama City","Panama",FALSE
"771","2017-10-10","Paraguay","Venezuela",0,1,"FIFA World Cup qualification","Asunción","Paraguay",FALSE
"772","2017-10-10","Peru","Colombia",1,1,"FIFA World Cup qualification","Lima","Peru",FALSE
"773","2017-10-10","Portugal","Switzerland",2,0,"FIFA World Cup qualification","Lisbon","Portugal",FALSE
"774","2017-10-10","Trinidad and Tobago","USA",2,1,"FIFA World Cup qualification","Couva","Trinidad and Tobago",FALSE
"775","2017-10-10","Uruguay","Bolivia",4,2,"FIFA World Cup qualification","Montevideo","Uruguay",FALSE
"776","2017-11-09","Croatia","Greece",4,1,"FIFA World Cup qualification","Zagreb","Croatia",FALSE
"777","2017-11-09","Northern Ireland","Switzerland",0,1,"FIFA World Cup qualification","Belfast","Northern Ireland",FALSE
"778","2017-11-10","Algeria","Nigeria",3,0,"FIFA World Cup qualification","Constantine","Algeria",FALSE
"779","2017-11-10","Honduras","Australia",0,0,"FIFA World Cup qualification","San Pedro Sula","Honduras",FALSE
"780","2017-11-10","South Africa","Senegal",0,2,"FIFA World Cup qualification","Polokwane","South Africa",FALSE
"781","2017-11-10","Sweden","Italy",1,0,"FIFA World Cup qualification","Solna","Sweden",FALSE
"782","2017-11-11","Congo DR","Guinea",3,1,"FIFA World Cup qualification","Kinshasa","Congo DR",FALSE
"783","2017-11-11","Denmark","Ireland",0,0,"FIFA World Cup qualification","Copenhagen","Denmark",FALSE
"784","2017-11-11","Gabon","Mali",0,0,"FIFA World Cup qualification","Franceville","Gabon",FALSE
"785","2017-11-11","Ivory Coast","Morocco",0,2,"FIFA World Cup qualification","Abidjan","Ivory Coast",FALSE
"786","2017-11-11","New Zealand","Peru",0,0,"FIFA World Cup qualification","Wellington","New Zealand",FALSE
"787","2017-11-11","Tunisia","Libya",0,0,"FIFA World Cup qualification","Radès","Tunisia",FALSE
"788","2017-11-11","Zambia","Cameroon",2,2,"FIFA World Cup qualification","Ndola","Zambia",FALSE
"789","2017-11-12","Congo","Uganda",1,1,"FIFA World Cup qualification","Brazzaville","Congo",FALSE
"790","2017-11-12","Ghana","Egypt",1,1,"FIFA World Cup qualification","Kumasi","Ghana",FALSE
"791","2017-11-12","Greece","Croatia",0,0,"FIFA World Cup qualification","Piraeus","Greece",FALSE
"792","2017-11-12","Switzerland","Northern Ireland",0,0,"FIFA World Cup qualification","Basel","Switzerland",FALSE
"793","2017-11-13","Italy","Sweden",0,0,"FIFA World Cup qualification","Milan","Italy",FALSE
"794","2017-11-14","Burkina Faso","Cape Verde",4,0,"FIFA World Cup qualification","Ouagadougou","Burkina Faso",FALSE
"795","2017-11-14","Ireland","Denmark",1,5,"FIFA World Cup qualification","Dublin","Ireland",FALSE
"796","2017-11-14","Senegal","South Africa",2,1,"FIFA World Cup qualification","Dakar","Senegal",FALSE
"797","2017-11-15","Australia","Honduras",3,1,"FIFA World Cup qualification","Sydney","Australia",FALSE
"798","2017-11-15","Peru","New Zealand",2,0,"FIFA World Cup qualification","Lima","Peru",FALSE
